video_name,frame_count,fps,duration_sec,width,height,sampled_frames,frame_quality_score,flow_continuity_score,flow_temporal_jitter_score,content_consistency_score,flicker_suppression_score,brightness_delta_mean,flow_magnitude_mean,flow_temporal_delta_median,video_temporal_quality_score,instability_flag,instability_conditions
车流视频.mp4,121,23.999999841322314,5.0416667,1920,1080,61,88.45043646382668,63.21643067252981,68.37143160483325,99.88167497276129,98.01758111938192,0.0015859351044944653,0.8393933936953545,0.38830316066741943,81.36909621154622,False,"{""brightness_delta_mean_gt_0.08"": false, ""flow_smoothness_lt_0.45"": false, ""content_consistency_lt_0.70"": false, ""temporal_quality_lt_65"": false}"
