sample_id,mean,std,min,max,review_required
image_01,73.06516579712344,18.56359869371077,50.0,98.42422809999844,True
image_02,70.07721717392364,19.669017663490497,49.37385331061691,100.0,True
image_03,66.81985130400409,18.76065974462692,50.0,99.99926875,True
image_04,73.27357446839225,17.018919910607238,50.0,99.77793333333334,False
image_05,74.77399066277535,15.953643074639023,50.0,90.00000000000001,False
image_06,72.3998353447448,16.046229130930822,50.0,91.37765221107156,False
image_07,68.69168030100042,15.02979317024556,50.0,85.89750320725938,False
image_08,68.9092716631293,17.38417216555535,50.0,92.58041861469745,False
