sample_id,file_name,content_type,semantic_proxy_score,sharpness_score,nss_score,noise_inverse_score,artifact_inverse_score,edge_continuity_score,shape_regularity_score,structure_integrity_score,brightness_balance_score,contrast_score,color_richness_score,composition_proxy_score
image_01,1.png,写实风景,0.7666666666666664,0.5052992408883883,0.6580681203477657,0.8695861199643198,0.9942965049931127,0.5638392554848957,0.6552093336840132,0.6002919088855263,0.4473141397910609,0.9988999922783258,0.25852996645311926,0.07227300265367746
image_02,2.png,人物肖像,0.6333333333333333,0.0,1.0,1.0,1.0,0.0,0.06891848970184944,0.0,1.0,0.8481000422820474,0.5851978042372041,1.0
image_03,3.png,艺术插画,0.26666666666666655,0.07473682430438722,0.0,1.0,0.999807198984374,0.1902083055065572,0.0,0.13564356811287562,0.2587756955781529,0.0,0.25640618489664563,0.5103371195982981
image_04,4.png,动态街景,0.6333333333333333,0.07728275096819233,0.8819175170442876,1.0,0.9414500118016109,0.6287397680052411,0.7137210382529032,0.6650547813021157,0.7308012755429485,1.0,0.9640870942463805,0.0
image_05,5.jpg,写实风景,1.0,1.0,0.4869915378539087,0.0,0.9903131660379635,0.7673712726406239,0.6524625432708283,0.7631042913021161,0.6683221854393618,0.33159832028953506,1.0,0.0906071384100204
image_06,6.jpg,人物插画,0.6333333333333333,0.8645669911745537,0.24616510503106873,0.4503110980045493,0.4537726218144084,0.9377607545837591,0.937202848781905,0.9501727062761132,0.10637998493174047,0.8827384208455225,0.22465985920109666,0.011517989352467395
image_07,7.jpg,水墨插画,0.26666666666666655,1.0,0.1891320864448982,0.02636622985870622,0.05315421225943638,1.0,1.0,1.0,0.0,1.0,0.0,0.14489231112236406
image_08,8.jpg,像素街景,0.0,0.5695319597253679,0.8354952213492864,0.6956602831197409,0.0,0.8423750601655215,0.8442612169202346,0.8320492837724317,0.844371329251636,1.0,0.6618165677903772,0.23696091014272222
